household_type,income_group,year,market_inc,social_insurance_benefits,inc_before_transfers_taxes,means_tested_transfers,federal_taxes,inc_after_transfers_taxes
nonelderly_childless_hh,highest_quintile,2008,256700,3300,259900,700,62200,198400
nonelderly_childless_hh,highest_quintile,2009,237000,4100,241100,900,56800,185200
nonelderly_childless_hh,highest_quintile,2010,243100,4200,247300,900,59700,188500
nonelderly_childless_hh,highest_quintile,2011,246600,3800,250400,1100,59200,192300
nonelderly_childless_hh,highest_quintile,2012,262400,3900,266300,1100,64200,203300
nonelderly_childless_hh,highest_quintile,2013,258400,3600,262100,900,68800,194200
nonelderly_childless_hh,highest_quintile,2014,271400,3500,274800,1200,73300,202700
nonelderly_childless_hh,highest_quintile,2015,274900,3200,278100,1400,73800,205800
nonelderly_childless_hh,highest_quintile,2016,280400,3800,284200,1700,75400,210400
nonelderly_childless_hh,highest_quintile,2017,291800,3400,295100,1600,77500,219300
nonelderly_childless_hh,highest_quintile,2018,311700,3200,314900,1300,79800,236500
nonelderly_childless_hh,highest_quintile,2019,313200,3600,316800,1700,79500,239000
nonelderly_childless_hh,highest_quintile,2020,331300,4500,335800,4700,82400,258000
nonelderly_childless_hh,highest_quintile,2021,367500,4100,371600,3100,94200,280400
nonelderly_childless_hh,percentiles_81_90,1979,99900,1700,101600,200,25300,76400
nonelderly_childless_hh,percentiles_81_90,1980,97700,2000,99800,200,25400,74600
nonelderly_childless_hh,percentiles_81_90,1981,99300,2100,101400,200,26500,75100
nonelderly_childless_hh,percentiles_81_90,1982,99900,2200,102000,200,24900,77300
nonelderly_childless_hh,percentiles_81_90,1983,100800,2100,102900,100,24300,78800
nonelderly_childless_hh,percentiles_81_90,1984,107900,1800,109700,200,26000,83900
nonelderly_childless_hh,percentiles_81_90,1985,106600,1800,108400,200,25900,82700
nonelderly_childless_hh,percentiles_81_90,1986,111800,1800,113600,200,27500,86200
nonelderly_childless_hh,percentiles_81_90,1987,112900,1800,114600,200,27700,87200
nonelderly_childless_hh,percentiles_81_90,1988,113800,1900,115700,200,28200,87700
nonelderly_childless_hh,percentiles_81_90,1989,115900,2000,117900,300,28700,89500
nonelderly_childless_hh,percentiles_81_90,1990,113400,2300,115700,300,28000,88000
nonelderly_childless_hh,percentiles_81_90,1991,111800,2500,114300,300,27500,87200
nonelderly_childless_hh,percentiles_81_90,1992,112100,2900,114900,500,27500,88000
nonelderly_childless_hh,percentiles_81_90,1993,113400,2800,116200,700,27800,89000
nonelderly_childless_hh,percentiles_81_90,1994,114900,2300,117300,600,28400,89500
nonelderly_childless_hh,percentiles_81_90,1995,118600,2400,120900,500,29600,91800
nonelderly_childless_hh,percentiles_81_90,1996,121700,2500,124300,600,30400,94400
nonelderly_childless_hh,percentiles_81_90,1997,125500,2700,128200,500,31700,97100
nonelderly_childless_hh,percentiles_81_90,1998,131300,2800,134100,600,33100,101600
nonelderly_childless_hh,percentiles_81_90,1999,135400,2900,138300,700,34200,104800
nonelderly_childless_hh,percentiles_81_90,2000,137500,2800,140300,600,34700,106300
nonelderly_childless_hh,percentiles_81_90,2001,136000,2800,138800,600,32600,106800
nonelderly_childless_hh,percentiles_81_90,2002,133400,3300,136700,800,31200,106200
nonelderly_childless_hh,percentiles_81_90,2003,135600,3400,139000,900,30500,109400
nonelderly_childless_hh,percentiles_81_90,2004,140300,3600,143900,1100,31500,113500
nonelderly_childless_hh,percentiles_81_90,2005,143800,3300,147100,900,32500,115600
nonelderly_childless_hh,percentiles_81_90,2006,147400,3500,150900,900,33700,118100
nonelderly_childless_hh,percentiles_81_90,2007,152000,3600,155600,1000,34300,122200
nonelderly_childless_hh,percentiles_81_90,2008,148500,3900,152300,800,31300,121900
nonelderly_childless_hh,percentiles_81_90,2009,143300,4900,148200,1200,29900,119500
nonelderly_childless_hh,percentiles_81_90,2010,144000,4900,148900,1100,31000,118900
nonelderly_childless_hh,percentiles_81_90,2011,145700,4500,150300,1400,30300,121400
nonelderly_childless_hh,percentiles_81_90,2012,147600,4700,152300,1500,31200,122600
nonelderly_childless_hh,percentiles_81_90,2013,151600,4500,156000,1200,35000,122200
nonelderly_childless_hh,percentiles_81_90,2014,156800,4100,160800,1500,36500,125800
nonelderly_childless_hh,percentiles_81_90,2015,162800,3800,166600,1800,38100,130300
nonelderly_childless_hh,percentiles_81_90,2016,163700,4100,167800,2100,38400,131600
nonelderly_childless_hh,percentiles_81_90,2017,166900,4000,170800,2200,38600,134400
nonelderly_childless_hh,percentiles_81_90,2018,172900,3800,176700,1700,38500,139900
nonelderly_childless_hh,percentiles_81_90,2019,177800,4200,182100,2000,39700,144400
nonelderly_childless_hh,percentiles_81_90,2020,181400,5400,186800,6000,37000,155900
nonelderly_childless_hh,percentiles_81_90,2021,184900,4800,189700,3800,39500,154100
nonelderly_childless_hh,percentiles_91_95,1979,128200,1500,129700,100,33600,96200
nonelderly_childless_hh,percentiles_91_95,1980,126200,1800,128000,100,33900,94200
nonelderly_childless_hh,percentiles_91_95,1981,127900,1700,129600,200,35200,94500
nonelderly_childless_hh,percentiles_91_95,1982,127700,2200,129900,100,32100,97900
nonelderly_childless_hh,percentiles_91_95,1983,131600,1900,133500,100,32300,101300
nonelderly_childless_hh,percentiles_91_95,1984,140200,1800,142000,100,34000,108100
nonelderly_childless_hh,percentiles_91_95,1985,138700,1900,140600,200,34200,106600
nonelderly_childless_hh,percentiles_91_95,1986,147100,1800,149000,100,36400,112800
nonelderly_childless_hh,percentiles_91_95,1987,149000,1800,150700,100,37800,113000
nonelderly_childless_hh,percentiles_91_95,1988,152300,2000,154300,100,38600,115800
nonelderly_childless_hh,percentiles_91_95,1989,153600,2400,156100,200,38600,117600
nonelderly_childless_hh,percentiles_91_95,1990,150800,2200,153000,400,38400,115000
nonelderly_childless_hh,percentiles_91_95,1991,147400,2700,150000,300,37400,113000
nonelderly_childless_hh,percentiles_91_95,1992,150900,2800,153800,400,37900,116300
nonelderly_childless_hh,percentiles_91_95,1993,151400,2900,154300,300,38500,116100
nonelderly_childless_hh,percentiles_91_95,1994,153300,2500,155800,500,39700,116700
nonelderly_childless_hh,percentiles_91_95,1995,158400,2300,160700,400,41300,119800
nonelderly_childless_hh,percentiles_91_95,1996,164200,2700,166800,500,43000,124300
nonelderly_childless_hh,percentiles_91_95,1997,170600,2400,173000,400,45200,128300
nonelderly_childless_hh,percentiles_91_95,1998,177200,2400,179700,500,46500,133600
nonelderly_childless_hh,percentiles_91_95,1999,183900,2200,186000,400,48800,137600
nonelderly_childless_hh,percentiles_91_95,2000,187600,2700,190300,500,49700,141100
nonelderly_childless_hh,percentiles_91_95,2001,182600,2400,184900,500,46600,138800
nonelderly_childless_hh,percentiles_91_95,2002,178800,2700,181500,500,44300,137700
nonelderly_childless_hh,percentiles_91_95,2003,181500,3000,184500,700,42900,142300
nonelderly_childless_hh,percentiles_91_95,2004,187600,2700,190300,400,44500,146200
nonelderly_childless_hh,percentiles_91_95,2005,197500,3200,200700,700,47100,154300
nonelderly_childless_hh,percentiles_91_95,2006,201300,3400,204700,600,48200,157100
nonelderly_childless_hh,percentiles_91_95,2007,209300,2900,212300,600,49600,163200
nonelderly_childless_hh,percentiles_91_95,2008,199800,3300,203100,700,45500,158400
nonelderly_childless_hh,percentiles_91_95,2009,194800,3800,198600,600,43700,155400
nonelderly_childless_hh,percentiles_91_95,2010,197800,4100,201900,1100,45400,157600
nonelderly_childless_hh,percentiles_91_95,2011,200000,3800,203900,800,44600,160100
nonelderly_childless_hh,percentiles_91_95,2012,204000,3800,207800,1000,46500,162300
nonelderly_childless_hh,percentiles_91_95,2013,209200,3400,212600,800,50800,162600
nonelderly_childless_hh,percentiles_91_95,2014,216000,3500,219500,1100,53600,166900
nonelderly_childless_hh,percentiles_91_95,2015,222800,3300,226100,1200,55300,171900
nonelderly_childless_hh,percentiles_91_95,2016,224600,3700,228300,1400,55600,174200
nonelderly_childless_hh,percentiles_91_95,2017,232800,3100,236000,1100,57500,179600
nonelderly_childless_hh,percentiles_91_95,2018,240000,3000,243100,900,56800,187200
nonelderly_childless_hh,percentiles_91_95,2019,247300,3400,250700,1600,58500,193700
nonelderly_childless_hh,percentiles_91_95,2020,255600,4100,259800,3900,58400,205300
nonelderly_childless_hh,percentiles_91_95,2021,262200,4100,266200,2800,61400,207600
nonelderly_childless_hh,percentiles_96_99,1979,185100,1300,186400,100,51500,135100
nonelderly_childless_hh,percentiles_96_99,1980,180100,1500,181600,100,50500,131100
nonelderly_childless_hh,percentiles_96_99,1981,180800,1500,182300,100,50800,131600
nonelderly_childless_hh,percentiles_96_99,1982,181300,2000,183400,100,46400,137100
nonelderly_childless_hh,percentiles_96_99,1983,185600,2000,187500,100,44900,142800
nonelderly_childless_hh,percentiles_96_99,1984,198400,1700,200100,100,46900,153300
nonelderly_childless_hh,percentiles_96_99,1985,202800,1700,204500,100,49300,155300
nonelderly_childless_hh,percentiles_96_99,1986,220800,1800,222600,100,53500,169200
nonelderly_childless_hh,percentiles_96_99,1987,217600,1900,219500,200,57300,162300
nonelderly_childless_hh,percentiles_96_99,1988,224300,2300,226600,400,58100,168900
nonelderly_childless_hh,percentiles_96_99,1989,230300,2400,232700,200,59300,173700
nonelderly_childless_hh,percentiles_96_99,1990,221700,2200,223900,300,57000,167200
nonelderly_childless_hh,percentiles_96_99,1991,218400,2100,220500,200,56900,163900
nonelderly_childless_hh,percentiles_96_99,1992,224600,2300,226900,200,58600,168500
nonelderly_childless_hh,percentiles_96_99,1993,223400,2400,225700,300,59600,166400
nonelderly_childless_hh,percentiles_96_99,1994,230800,2600,233300,300,62600,171000
nonelderly_childless_hh,percentiles_96_99,1995,239700,2000,241800,300,66000,176000
nonelderly_childless_hh,percentiles_96_99,1996,251200,2000,253200,300,69600,183800
nonelderly_childless_hh,percentiles_96_99,1997,264900,3000,267900,300,73500,194700
nonelderly_childless_hh,percentiles_96_99,1998,279500,2100,281500,300,77600,204200
nonelderly_childless_hh,percentiles_96_99,1999,294700,2100,296800,300,83200,213900
nonelderly_childless_hh,percentiles_96_99,2000,300900,2000,302900,300,84900,218300
nonelderly_childless_hh,percentiles_96_99,2001,283300,2000,285300,400,76700,209000
nonelderly_childless_hh,percentiles_96_99,2002,272100,2300,274500,200,71700,203100
nonelderly_childless_hh,percentiles_96_99,2003,279400,2500,282000,300,70200,212000
nonelderly_childless_hh,percentiles_96_99,2004,295100,2100,297200,300,75000,222500
nonelderly_childless_hh,percentiles_96_99,2005,315500,2600,318100,500,81100,237500
nonelderly_childless_hh,percentiles_96_99,2006,329700,2300,332000,300,85700,246700
nonelderly_childless_hh,percentiles_96_99,2007,341800,2200,344100,400,87400,257000
nonelderly_childless_hh,percentiles_96_99,2008,317400,2200,319600,400,78600,241500
nonelderly_childless_hh,percentiles_96_99,2009,298300,3000,301300,700,72600,229400
nonelderly_childless_hh,percentiles_96_99,2010,307900,3300,311300,400,76900,234800
nonelderly_childless_hh,percentiles_96_99,2011,313600,2600,316100,700,76500,240300
nonelderly_childless_hh,percentiles_96_99,2012,328700,2400,331200,500,82100,249600
nonelderly_childless_hh,percentiles_96_99,2013,333400,2300,335700,400,88200,248000
nonelderly_childless_hh,percentiles_96_99,2014,347300,2400,349700,700,93600,256800
nonelderly_childless_hh,percentiles_96_99,2015,361200,2000,363200,800,97300,266700
nonelderly_childless_hh,percentiles_96_99,2016,357900,3400,361400,1200,96200,266300
nonelderly_childless_hh,percentiles_96_99,2017,376600,2400,379000,900,100900,279100
nonelderly_childless_hh,percentiles_96_99,2018,388300,2100,390400,900,97300,293900
nonelderly_childless_hh,percentiles_96_99,2019,398500,2800,401300,1100,100500,301900
nonelderly_childless_hh,percentiles_96_99,2020,417100,3100,420100,2900,104900,318100
nonelderly_childless_hh,percentiles_96_99,2021,455000,2700,457700,2000,118000,341600
nonelderly_childless_hh,top_1_percent,1979,577900,1000,578900,100,196400,382600
nonelderly_childless_hh,top_1_percent,1980,563200,1200,564400,100,179700,384800
nonelderly_childless_hh,top_1_percent,1981,547500,1100,548600,200,160100,388600
nonelderly_childless_hh,top_1_percent,1982,615700,1700,617400,100,162000,455600
nonelderly_childless_hh,top_1_percent,1983,616500,1800,618300,0,161600,456700
nonelderly_childless_hh,top_1_percent,1984,676300,1500,677800,200,176100,501900
nonelderly_childless_hh,top_1_percent,1985,777600,1800,779400,100,199700,579800
nonelderly_childless_hh,top_1_percent,1986,925700,1200,927000,0,225600,701400
nonelderly_childless_hh,top_1_percent,1987,778900,2000,780800,200,234300,546700
nonelderly_childless_hh,top_1_percent,1988,1001900,2100,1004000,200,285000,719100
nonelderly_childless_hh,top_1_percent,1989,928600,1800,930400,200,258800,671800
nonelderly_childless_hh,top_1_percent,1990,961500,2500,964000,200,264900,699400
nonelderly_childless_hh,top_1_percent,1991,822600,2200,824800,200,239000,586000
nonelderly_childless_hh,top_1_percent,1992,932500,2200,934700,100,275900,658900
nonelderly_childless_hh,top_1_percent,1993,862500,2400,865000,300,285500,579900
nonelderly_childless_hh,top_1_percent,1994,900300,1800,902100,300,309700,592700
nonelderly_childless_hh,top_1_percent,1995,963000,2600,965600,200,333100,632700
nonelderly_childless_hh,top_1_percent,1996,1073000,1100,1074100,100,372500,701700
nonelderly_childless_hh,top_1_percent,1997,1286000,1300,1287200,100,435900,851400
nonelderly_childless_hh,top_1_percent,1998,1476400,1600,1478000,200,482400,995800
nonelderly_childless_hh,top_1_percent,1999,1467700,1200,1468900,200,480600,988500
nonelderly_childless_hh,top_1_percent,2000,1593200,1600,1594800,300,513900,1081200
nonelderly_childless_hh,top_1_percent,2001,1248000,1300,1249400,200,401100,848500
nonelderly_childless_hh,top_1_percent,2002,1080500,2300,1082800,400,342600,740600
nonelderly_childless_hh,top_1_percent,2003,1143900,1500,1145400,300,345900,799800
nonelderly_childless_hh,top_1_percent,2004,1390600,1500,1392100,300,417400,975000
nonelderly_childless_hh,top_1_percent,2005,1781300,2300,1783600,300,539500,1244500
nonelderly_childless_hh,top_1_percent,2006,1856000,1900,1857900,400,553300,1304900
nonelderly_childless_hh,top_1_percent,2007,1792700,1300,1794000,500,509700,1284800
nonelderly_childless_hh,top_1_percent,2008,1528000,1500,1529400,200,433200,1096500
nonelderly_childless_hh,top_1_percent,2009,1257600,1500,1259100,400,363200,896300
nonelderly_childless_hh,top_1_percent,2010,1328100,1700,1329800,500,389100,941200
nonelderly_childless_hh,top_1_percent,2011,1351400,1500,1352900,600,392500,961000
nonelderly_childless_hh,top_1_percent,2012,1681100,1900,1683000,700,482700,1201000
nonelderly_childless_hh,top_1_percent,2013,1443600,1300,1444900,700,478700,966900
nonelderly_childless_hh,top_1_percent,2014,1606100,1200,1607300,600,533800,1074100
nonelderly_childless_hh,top_1_percent,2015,1600300,1200,1601500,800,526400,1075900
nonelderly_childless_hh,top_1_percent,2016,1598900,1900,1600800,900,523800,1078000
nonelderly_childless_hh,top_1_percent,2017,1790200,1600,1791800,1300,568100,1225000
nonelderly_childless_hh,top_1_percent,2018,1963900,1600,1965500,1100,601500,1365100
nonelderly_childless_hh,top_1_percent,2019,1876200,1200,1877400,900,566400,1311800
nonelderly_childless_hh,top_1_percent,2020,2054500,1600,2056200,1700,626300,1431600
nonelderly_childless_hh,top_1_percent,2021,2592900,2700,2595600,1800,780100,1817300
